Molecule,mpC
CMP023513,52.5
CMP023514,115
CMP023515,181
CMP023516,1.5
CMP023517,-60.5
CMP023518,-19
CMP023519,10
CMP023520,-35.4
CMP023521,-90.4
CMP023522,11
CMP023523,-20
CMP023524,68
CMP023525,-36
CMP023526,286
CMP023527,38
CMP023528,17
CMP023529,56
CMP023530,206.5
CMP023531,199
CMP023532,60.5
CMP023533,41
CMP023534,2.4
CMP023535,49
CMP023536,46
CMP023537,341
CMP023538,42.4
CMP023539,154.8
CMP023540,94.5
CMP023541,-140
CMP023542,-70
CMP023543,26
CMP023544,34.5
CMP023545,16
CMP023546,78.5
CMP023547,90
CMP023548,1
CMP023549,24.5
CMP023550,22
CMP023551,103
CMP023552,59.5
CMP023553,2.5
CMP023554,-115
CMP023555,-31
CMP023556,120
CMP023557,142
CMP023558,111.5
CMP023559,223
CMP023560,151
CMP023561,82.4
CMP023562,71.5
CMP023563,75.5
CMP023564,211.5
CMP023565,136
CMP023566,-37
CMP023567,-112
CMP023568,49
CMP023569,37
CMP023570,92
CMP023571,95
CMP023572,50.5
CMP023573,211
CMP023574,13.5
CMP023575,85
CMP023576,195
CMP023577,58
CMP023578,49.5
CMP023579,2
CMP023580,96.5
CMP023581,56
CMP023582,19.5
CMP023583,141
CMP023584,188
CMP023585,128
CMP023586,27
CMP023587,98.5
CMP023588,40
CMP023589,114.3
CMP023590,118.5
CMP023591,91
CMP023592,115
CMP023593,-156.5
CMP023594,-135.9
CMP023595,-23
CMP023596,141.5
CMP023597,-3
CMP023598,111
CMP023599,72.5
CMP023600,-57.1
CMP023601,103
CMP023602,81
CMP023603,82.5
CMP023604,87
CMP023605,192
CMP023606,8
CMP023607,-98
CMP023608,-8
CMP023609,-61
CMP023610,34
CMP023611,-88
CMP023612,-63.1
CMP023613,-85
CMP023614,-6.5
CMP023615,99.5
CMP023616,175.5
CMP023617,71
CMP023618,5.5
CMP023619,156
CMP023620,67
CMP023621,37.5
CMP023622,73
CMP023623,128
CMP023624,37
CMP023625,116
CMP023626,155.5
CMP023627,284
CMP023628,302.5
CMP023629,108
CMP023630,138
CMP023631,169
CMP023632,145.5
CMP023633,90
CMP023634,180.5
CMP023635,142.5
CMP023636,196.5
CMP023637,78.5
CMP023638,267
CMP023639,49
CMP023640,-44
CMP023641,57
CMP023642,-149.2
CMP023643,261.5
CMP023644,115.3
CMP023645,74
CMP023646,124
CMP023647,161
CMP023648,41
CMP023649,116
CMP023650,165.5
CMP023651,123.5
CMP023652,121
CMP023653,86.5
CMP023654,150.5
CMP023655,145.5
CMP023656,97
CMP023657,125
CMP023658,48.5
CMP023659,157
CMP023660,220
CMP023661,82.5
CMP023662,37
CMP023663,168.75
CMP023664,89
CMP023665,86
CMP023666,36
CMP023667,155.5
CMP023668,145
CMP023669,120
CMP023670,80.3
CMP023671,301.5
CMP023672,93.5
CMP023673,148
CMP023674,52.5
CMP023675,154.5
CMP023676,96
CMP023677,267.5
CMP023678,166
CMP023679,239
CMP023680,113.5
CMP023681,83
CMP023682,41
CMP023683,76
CMP023684,144
CMP023685,136
CMP023686,227.5
CMP023687,61
CMP023688,186
CMP023689,88.5
CMP023690,119
CMP023691,162
CMP023692,81.5
CMP023693,115
CMP023694,151.5
CMP023695,78
CMP023696,74
CMP023697,212
CMP023698,206
CMP023699,84
CMP023700,141.5
CMP023701,91
CMP023702,149
CMP023703,160
CMP023704,195
CMP023705,88.5
CMP023706,64
CMP023707,217
CMP023708,162
CMP023709,68.5
CMP023710,63.5
CMP023711,127.5
CMP023712,113
CMP023713,114
CMP023714,177
CMP023715,86
CMP023716,118
CMP023717,105
CMP023718,75
CMP023719,181.5
CMP023720,129
CMP023721,206.5
CMP023722,51
CMP023723,34
CMP023724,37
CMP023725,148.5
CMP023726,123.5
CMP023727,186
CMP023728,142
CMP023729,186
CMP023730,161
CMP023731,161
CMP023732,48
CMP023733,95
CMP023734,42.8
CMP023735,182
CMP023736,177.5
CMP023737,176
CMP023738,54
CMP023739,65
CMP023740,140.5
CMP023741,23.5
CMP023742,164
CMP023743,225
CMP023744,-55
CMP023745,13.3
CMP023746,104
CMP023747,123
CMP023748,41.5
CMP023749,31
CMP023750,37
CMP023751,194.5
CMP023752,65.5
CMP023753,36
CMP023754,162
CMP023755,58
CMP023756,-94
CMP023757,-6
CMP023758,127.25
CMP023759,28
CMP023760,60
CMP023761,-109.9
CMP023762,157
CMP023763,154
CMP023764,132.5
CMP023765,95
CMP023766,101.5
CMP023767,37
CMP023768,19
CMP023769,57.5
CMP023770,46
CMP023771,13.5
CMP023772,51
CMP023773,189
CMP023774,79.3
CMP023775,81.3
CMP023776,38
CMP023777,45.5
CMP023778,63.5
CMP023779,39
CMP023780,44
CMP023781,-109
CMP023782,184
CMP023783,80
CMP023784,127.8
CMP023785,30
CMP023786,9.7
CMP023787,278.5
CMP023788,16.4
CMP023789,-2
CMP023790,22.8
CMP023791,47
CMP023792,286.5
CMP023793,153.5
CMP023794,-123.15
CMP023795,105.8
CMP023796,-23
CMP023797,-30
CMP023798,84.5
CMP023799,67
CMP023800,31.9
CMP023801,-21
CMP023802,133
CMP023803,122.5
CMP023804,8.6
CMP023805,174.5
CMP023806,141
CMP023807,26
CMP023808,224
CMP023809,-89.1
CMP023810,91.5
CMP023811,8
CMP023812,6.5
CMP023813,16
CMP023814,83
CMP023815,-8
CMP023816,-5
CMP023817,265
CMP023818,56.5
CMP023819,101
CMP023820,116
CMP023821,176
CMP023822,64.5
CMP023823,185
CMP023824,143
CMP023825,31
CMP023826,109.5
CMP023827,-0.5
CMP023828,170
CMP023829,214
CMP023830,18
CMP023831,-17.9
CMP023832,58
CMP023833,108.5
CMP023834,234.5
CMP023835,22
CMP023836,187.5
CMP023837,30.5
CMP023838,32
CMP023839,-58
CMP023840,12.4
CMP023841,44
CMP023842,93.5
CMP023843,-9
CMP023844,-41
CMP023845,15
CMP023846,-44.7
CMP023847,-56.1
CMP023848,24.7
CMP023849,20
CMP023850,-11
CMP023851,-3
CMP023852,100
CMP023853,113
CMP023854,111
CMP023855,0.6
CMP023856,116
CMP023857,160
CMP023858,-129.5
CMP023859,159
CMP023860,133.5
CMP023861,15.6
CMP023862,-91
CMP023863,69
CMP023864,-12.5
CMP023865,74.5
CMP023866,77.5
CMP023867,12
CMP023868,121
CMP023869,20.4
CMP023870,210.5
CMP023871,113
CMP023872,45.5
CMP023873,117
CMP023874,95
CMP023875,205.8
CMP023876,51
CMP023877,68
CMP023878,-25
CMP023879,31.5
CMP023880,90
CMP023881,17
CMP023882,35
CMP023883,18
CMP023884,95
CMP023885,113
CMP023886,108
CMP023887,48
CMP023888,33.5
CMP023889,41
CMP023890,-69
CMP023891,100
CMP023892,27
CMP023893,-37.5
CMP023894,58.5
CMP023895,221.8
CMP023896,125.5
CMP023897,52.5
CMP023898,126
CMP023899,236
CMP023900,43.5
CMP023901,44
CMP023902,168
CMP023903,18.7
CMP023904,31.5
CMP023905,12
CMP023906,71
CMP023907,169.5
CMP023908,48.5
CMP023909,38.5
CMP023910,132
CMP023911,140.5
CMP023912,41
CMP023913,-43.5
CMP023914,47.5
CMP023915,105
CMP023916,-130.5
CMP023917,157.5
CMP023918,141.5
CMP023919,49
CMP023920,-99.7
CMP023921,244
CMP023922,76
CMP023923,45.8
CMP023924,108
CMP023925,55.5
CMP023926,-33
CMP023927,68.5
CMP023928,10
CMP023929,182
CMP023930,176.5
CMP023931,214
CMP023932,-20
CMP023933,10
CMP023934,196
CMP023935,18
CMP023936,133
CMP023937,32
CMP023938,-40
CMP023939,25
CMP023940,14
CMP023941,33
CMP023942,101
CMP023943,223.5
CMP023944,15
CMP023945,146
CMP023946,-17.5
CMP023947,29
CMP023948,19
CMP023949,57
CMP023950,149
CMP023951,122
CMP023952,28
CMP023953,97
CMP023954,163
CMP023955,80.5
CMP023956,342
CMP023957,92
CMP023958,20
CMP023959,30.5
CMP023960,41
CMP023961,51
CMP023962,11.5
CMP023963,34
CMP023964,115
CMP023965,69
CMP023966,137
CMP023967,31
CMP023968,-23
CMP023969,20
CMP023970,46
CMP023971,85.5
CMP023972,109
CMP023973,99
CMP023974,-7.9
CMP023975,192.5
CMP023976,-110.7
CMP023977,45.5
CMP023978,141.5
CMP023979,-53
CMP023980,246.5
CMP023981,117
CMP023982,28.9
CMP023983,-55.5
CMP023984,65.5
CMP023985,115
CMP023986,240.5
CMP023987,210
CMP023988,142.5
CMP023989,105
CMP023990,-7.6
CMP023991,96.9
CMP023992,-11
CMP023993,22.5
CMP023994,-11
CMP023995,31
CMP023996,-115.2
CMP023997,-23
CMP023998,11
CMP023999,58
CMP024000,85
CMP024001,117.5
CMP024002,59.3
CMP024003,20
CMP024004,21.7
CMP024005,160.5
CMP024006,148
CMP024007,269.5
CMP024008,50
CMP024009,8
CMP024010,55
CMP024011,135
CMP024012,-17
CMP024013,96
CMP024014,12
CMP024015,187
CMP024016,24.5
CMP024017,69
CMP024018,40.5
CMP024019,-69
CMP024020,88.5
CMP024021,42.5
CMP024022,81
CMP024023,58
CMP024024,51
CMP024025,61.5
CMP024026,136
CMP024027,86
CMP024028,36.3
CMP024029,36.5
CMP024030,97.5
CMP024031,29
CMP024032,-30.1
CMP024033,228
CMP024034,56.5
CMP024035,39
CMP024036,57.5
CMP024037,171.5
CMP024038,41.7
CMP024039,15.5
CMP024040,-77.8
CMP024041,72
CMP024042,44
CMP024043,-51
CMP024044,27.5
CMP024045,47
CMP024046,0.5
CMP024047,190
CMP024048,56.5
CMP024049,55
CMP024050,4
CMP024051,79.5
CMP024052,88.5
CMP024053,76.5
CMP024054,46.6
CMP024055,-4
CMP024056,97
CMP024057,177
CMP024058,8.6
CMP024059,-28
CMP024060,132
CMP024061,67
CMP024062,95
CMP024063,7.5
CMP024064,48.3
CMP024065,-20
CMP024066,-70
CMP024067,4
CMP024068,-68
CMP024069,-110
CMP024070,13
CMP024071,-9
CMP024072,-60
CMP024073,-156.1
CMP024074,83
CMP024075,124
CMP024076,125
CMP024077,149
CMP024078,183
CMP024079,67.5
CMP024080,43
CMP024081,50
CMP024082,-115
CMP024083,7
CMP024084,113.3
CMP024085,134
CMP024086,-34.4
CMP024087,-12.5
CMP024088,77
CMP024089,-26
CMP024090,67.5
CMP024091,-32.1
CMP024092,11.5
CMP024093,1
CMP024094,-53.9
CMP024095,77.5
CMP024096,72.5
CMP024097,16.7
CMP024098,105.3
CMP024099,24
CMP024100,87
CMP024101,160.5
CMP024102,96.5
CMP024103,25.5
CMP024104,94.5
CMP024105,180
CMP024106,34
CMP024107,-37
CMP024108,60
CMP024109,19.5
CMP024110,26
CMP024111,46.5
CMP024112,108.5
CMP024113,64
CMP024114,-46.4
CMP024115,-42.3
CMP024116,58.5
CMP024117,211.5
CMP024118,34
CMP024119,47
CMP024120,71
CMP024121,176
CMP024122,23
CMP024123,139.5
CMP024124,-19
CMP024125,-27.5
CMP024126,40
CMP024127,81.3
CMP024128,187
CMP024129,94
CMP024130,99
CMP024131,219.5
CMP024132,119
CMP024133,133
CMP024134,-88.5
CMP024135,-90.9
CMP024136,97
CMP024137,168
CMP024138,2.3
CMP024139,10
CMP024140,-23
CMP024141,99
CMP024142,218
CMP024143,36
CMP024144,6
CMP024145,63.3
CMP024146,34.5
CMP024147,58
CMP024148,-18
CMP024149,67.5
CMP024150,-51
CMP024151,19.5
CMP024152,29
CMP024153,144
CMP024154,73
CMP024155,65
CMP024156,88
CMP024157,52
CMP024158,60
CMP024159,48.5
CMP024160,54.5
CMP024161,30
CMP024162,190
CMP024163,195
CMP024164,210.8
CMP024165,228
CMP024166,103
CMP024167,27
CMP024168,169
CMP024169,30
CMP024170,193
CMP024171,-24
CMP024172,59
CMP024173,-70
CMP024174,19
CMP024175,45.5
CMP024176,186
CMP024177,205
CMP024178,219.5
CMP024179,18.5
CMP024180,-34.4
CMP024181,69.8
CMP024182,35
CMP024183,-22.5
CMP024184,78
CMP024185,13
CMP024186,97.5
CMP024187,54
CMP024188,15
CMP024189,17
CMP024190,46.3
CMP024191,126
CMP024192,9.5
CMP024193,35
CMP024194,230.5
CMP024195,26
CMP024196,78
CMP024197,85.8
CMP024198,-56.4
CMP024199,133.5
CMP024200,70
CMP024201,219
CMP024202,-4
CMP024203,194.5
CMP024204,42.5
CMP024205,34.5
CMP024206,151.5
CMP024207,28
CMP024208,41.5
CMP024209,-13
CMP024210,27.5
CMP024211,139
CMP024212,306
CMP024213,76.5
CMP024214,67.5
CMP024215,69
CMP024216,140
CMP024217,159
CMP024218,48
CMP024219,41
CMP024220,79
CMP024221,104
CMP024222,123
CMP024223,20.5
CMP024224,4.5
CMP024225,26
CMP024226,32
CMP024227,109
CMP024228,-103.9
CMP024229,34.8
CMP024230,5
CMP024231,131
CMP024232,146.5
CMP024233,28
CMP024234,166
CMP024235,-136
CMP024236,67.1
CMP024237,119
CMP024238,32
CMP024239,139
CMP024240,141
CMP024241,44
CMP024242,22.2
CMP024243,60.75
CMP024244,45.5
CMP024245,76.5
CMP024246,51.5
CMP024247,183
CMP024248,-118
CMP024249,21
CMP024250,102.4
CMP024251,66.3
CMP024252,106.65
CMP024253,195.5
CMP024254,158
CMP024255,166
CMP024256,125
CMP024257,76
CMP024258,64
CMP024259,97
CMP024260,49.5
CMP024261,111.5
CMP024262,89
CMP024263,-22.1
CMP024264,89
CMP024265,170
CMP024266,132.8
CMP024267,53
CMP024268,178.5
CMP024269,32
CMP024270,146
CMP024271,61.5
CMP024272,170
CMP024273,78.5
CMP024274,75.9
CMP024275,122
CMP024276,178
CMP024277,199.8
CMP024278,132.9
CMP024279,161.5
CMP024280,192
CMP024281,144
CMP024282,211
CMP024283,76
CMP024284,97.2
CMP024285,75.5
CMP024286,65.5
CMP024287,115.5
CMP024288,89.8
CMP024289,110.5
CMP024290,123.5
CMP024291,127
CMP024292,122.7
CMP024293,217
CMP024294,65.5
CMP024295,110.5
CMP024296,83.5
CMP024297,95
CMP024298,111.5
CMP024299,76.2
CMP024300,92.5
CMP024301,56.5
CMP024302,107
CMP024303,146
CMP024304,56
CMP024305,-41
CMP024306,44.5
CMP024307,127.5
CMP024308,-91.2
CMP024309,140
CMP024310,147
CMP024311,22.5
CMP024312,27
CMP024313,90
CMP024314,83.5
CMP024315,8
CMP024316,71.2
CMP024317,58
CMP024318,146.5
CMP024319,-48
CMP024320,51
CMP024321,29
CMP024322,43
CMP024323,147
CMP024324,82.5
CMP024325,229
CMP024326,76
CMP024327,176.5
CMP024328,73
CMP024329,115
CMP024330,85.8
CMP024331,2
CMP024332,72.5
CMP024333,-57.5
CMP024334,26.5
CMP024335,106.5
CMP024336,20.5
CMP024337,118
CMP024338,90
CMP024339,-104.3
CMP024340,127
CMP024341,54.5
CMP024342,-81
CMP024343,26.5
CMP024344,65
CMP024345,45
CMP024346,22
CMP024347,-1
CMP024348,155.3
CMP024349,69
CMP024350,15.9
CMP024351,96
CMP024352,-133.4
CMP024353,2
CMP024354,109.5
CMP024355,283
CMP024356,106
CMP024357,37.5
CMP024358,108
CMP024359,109.5
CMP024360,173.5
CMP024361,31
CMP024362,176
CMP024363,130
CMP024364,131
CMP024365,-5
CMP024366,-83.5
CMP024367,16
CMP024368,33
CMP024369,138.5
CMP024370,156
CMP024371,132
CMP024372,-30
CMP024373,181
CMP024374,193
CMP024375,96.3
CMP024376,141
CMP024377,180
CMP024378,156
CMP024379,127
CMP024380,138.6
CMP024381,85
CMP024382,79
CMP024383,112
CMP024384,84
CMP024385,67.65
CMP024386,39
CMP024387,126
CMP024388,51
CMP024389,95
CMP024390,130
CMP024391,58.5
CMP024392,63.5
CMP024393,52
CMP024394,134.8
CMP024395,147
CMP024396,130
CMP024397,116
CMP024398,222.5
CMP024399,160
CMP024400,274
CMP024401,203.5
CMP024402,100.3
CMP024403,60
CMP024404,244
CMP024405,181.5
CMP024406,46
CMP024407,111.5
CMP024408,194
CMP024409,65
CMP024410,139
CMP024411,191
CMP024412,78
CMP024413,161.5
CMP024414,100.5
CMP024415,177
CMP024416,149.5
CMP024417,152
CMP024418,11
CMP024419,52.3
CMP024420,158.5
CMP024421,48.5
CMP024422,-92.9
CMP024423,25
CMP024424,96
CMP024425,72
CMP024426,33
CMP024427,111.5
CMP024428,81.5
CMP024429,211
CMP024430,130
CMP024431,36
CMP024432,202.5
CMP024433,223
CMP024434,226.5
CMP024435,136
CMP024436,-56
CMP024437,-9.8
CMP024438,167
CMP024439,184.5
CMP024440,101
CMP024441,253.5
CMP024442,196
CMP024443,24.5
CMP024444,126
CMP024445,37.5
CMP024446,186.5
CMP024447,-40
CMP024448,233.5
CMP024449,146
CMP024450,104
CMP024451,-30
CMP024452,50
CMP024453,221
CMP024454,150
CMP024455,163
CMP024456,109
CMP024457,241
CMP024458,194
CMP024459,-130.2
CMP024460,251.5
CMP024461,137
CMP024462,167
CMP024463,64
CMP024464,182
CMP024465,146.5
CMP024466,90
CMP024467,86
CMP024468,74.5
CMP024469,69.4
CMP024470,180
CMP024471,177.5
CMP024472,106
CMP024473,103.5
CMP024474,53.5
CMP024475,271.5
CMP024476,220
CMP024477,107.5
CMP024478,114.5
CMP024479,46.3
CMP024480,139.5
CMP024481,67
CMP024482,70
CMP024483,-30
CMP024484,69
CMP024485,225
CMP024486,-75
CMP024487,212.5
CMP024488,39.5
CMP024489,40
CMP024490,-9.7
CMP024491,79
CMP024492,131
CMP024493,118
CMP024494,109.5
CMP024495,68
CMP024496,161
CMP024497,133
CMP024498,133.3
CMP024499,316.5
CMP024500,32
CMP024501,182
CMP024502,221
CMP024503,142
CMP024504,195
CMP024505,17.6
CMP024506,240
CMP024507,167
CMP024508,68.5
CMP024509,-56
CMP024510,52
CMP024511,87
CMP024512,-64
CMP024513,74
CMP024514,122.5
CMP024515,138
CMP024516,139
CMP024517,60.5
CMP024518,56.5
CMP024519,168.5
CMP024520,149
CMP024521,105
CMP024522,129
CMP024523,34
CMP024524,95
CMP024525,-18
CMP024526,-105
CMP024527,116.5
CMP024528,119
CMP024529,35
CMP024530,40.5
CMP024531,158.7
CMP024532,65
CMP024533,111
CMP024534,138.5
CMP024535,39.5
CMP024536,3.5
CMP024537,72
CMP024538,36
CMP024539,22
CMP024540,54
CMP024541,28.9
CMP024542,117.5
CMP024543,34
CMP024544,118
CMP024545,49.5
CMP024546,58.5
CMP024547,4
CMP024548,115
CMP024549,134
CMP024550,111
CMP024551,78
CMP024552,33
CMP024553,160.5
CMP024554,-3.5
CMP024555,2
CMP024556,169
CMP024557,123
CMP024558,47
CMP024559,179.5
CMP024560,61
CMP024561,62.5
CMP024562,88
CMP024563,39.5
CMP024564,88.5
CMP024565,31
CMP024566,40
CMP024567,245
CMP024568,-78
CMP024569,122
CMP024570,125.5
CMP024571,97.7
CMP024572,95.5
CMP024573,196
CMP024574,122
CMP024575,174.5
CMP024576,129
CMP024577,-50
CMP024578,-56
CMP024579,-91.7
CMP024580,114.5
CMP024581,127.5
CMP024582,85
CMP024583,268.5
CMP024584,146.5
CMP024585,236
CMP024586,105
CMP024587,73
CMP024588,106
CMP024589,215
CMP024590,177
CMP024591,61
CMP024592,144.5
CMP024593,188
CMP024594,134.5
CMP024595,62
CMP024596,162
CMP024597,44
CMP024598,-130
CMP024599,113
CMP024600,-77.3
CMP024601,90
CMP024602,-19
CMP024603,85
CMP024604,77.5
CMP024605,126.5
CMP024606,-149.6
CMP024607,-140.9
CMP024608,10
CMP024609,-10
CMP024610,22
CMP024611,151
CMP024612,121
CMP024613,183
CMP024614,164
CMP024615,83
CMP024616,3.81
CMP024617,60
CMP024618,204.5
CMP024619,70
CMP024620,71
CMP024621,147.5
CMP024622,51
CMP024623,181
CMP024624,55.3
CMP024625,14.5
CMP024626,143
CMP024627,-13.6
CMP024628,61
CMP024629,-25.6
CMP024630,80.5
CMP024631,20
CMP024632,71.5
CMP024633,-13
CMP024634,92
CMP024635,183
CMP024636,118.3
CMP024637,15
CMP024638,209
CMP024639,108
CMP024640,71
CMP024641,-27
CMP024642,167
CMP024643,73
CMP024644,38
CMP024645,124.5
CMP024646,-88
CMP024647,40.5
CMP024648,31
CMP024649,39
CMP024650,38.5
CMP024651,122
CMP024652,22.1
CMP024653,1.8
CMP024654,12
CMP024655,63
CMP024656,119
CMP024657,-85.1
CMP024658,179
CMP024659,100.5
CMP024660,136
CMP024661,70
CMP024662,139
CMP024663,136
CMP024664,13.7
CMP024665,29
CMP024666,90
CMP024667,33
CMP024668,8
CMP024669,32
CMP024670,84
CMP024671,10
CMP024672,82
CMP024673,87.5
CMP024674,-73.3
CMP024675,146.5
CMP024676,-40.6
CMP024677,77
CMP024678,88
CMP024679,180.5
CMP024680,67.15
CMP024681,59.5
CMP024682,73.5
CMP024683,204
CMP024684,31
CMP024685,7.08
CMP024686,165
CMP024687,160.25
CMP024688,81.5
CMP024689,152
CMP024690,32
CMP024691,50.25
CMP024692,79
CMP024693,24
CMP024694,-88.4
CMP024695,12.5
CMP024696,58
CMP024697,269
CMP024698,177
CMP024699,290
CMP024700,45.5
CMP024701,63.25
CMP024702,107
CMP024703,-80
CMP024704,75
CMP024705,145.5
CMP024706,-41.5
CMP024707,-75
CMP024708,-28.2
CMP024709,-36.2
CMP024710,-87
CMP024711,-44.3
CMP024712,-16.7
CMP024713,-27.5
CMP024714,12.8
CMP024715,215
CMP024716,-107
CMP024717,32.5
CMP024718,151.3
CMP024719,233
CMP024720,116
CMP024721,-45
CMP024722,-125.6
CMP024723,54
CMP024724,20
CMP024725,-82
CMP024726,152
CMP024727,61
CMP024728,-15.6
CMP024729,63.5
CMP024730,200
CMP024731,36
CMP024732,35.5
CMP024733,109
CMP024734,-106
CMP024735,-105.9
CMP024736,-92
CMP024737,-83
CMP024738,-20.5
CMP024739,37.5
CMP024740,48
CMP024741,31.5
CMP024742,69
CMP024743,98
CMP024744,-22
CMP024745,-135
CMP024746,-118.5
CMP024747,-125
CMP024748,-74.1
CMP024749,213
CMP024750,143
CMP024751,77
CMP024752,67.8
CMP024753,-180
CMP024754,0.6
CMP024755,-17
CMP024756,36
CMP024757,108
CMP024758,-112.9
CMP024759,-138.2
CMP024760,16.5
CMP024761,-87.7
CMP024762,-83
CMP024763,-73
CMP024764,-130.6
CMP024765,34.4
CMP024766,-130
CMP024767,-7
CMP024768,-84.6
CMP024769,145
CMP024770,191
CMP024771,113.5
CMP024772,-12
CMP024773,10
CMP024774,-33
CMP024775,-10
CMP024776,-104.6
CMP024777,25
CMP024778,-6
CMP024779,17
CMP024780,-4
CMP024781,119
CMP024782,-84
CMP024783,-112.9
CMP024784,-18
CMP024785,205.5
CMP024786,58
CMP024787,41
CMP024788,61.5
CMP024789,128.5
CMP024790,-22
CMP024791,-92.9
CMP024792,-13.6
CMP024793,-10.5
CMP024794,15.6
CMP024795,-23.5
CMP024796,-30.1
CMP024797,-74.7
CMP024798,165
CMP024799,166
CMP024800,147
CMP024801,141
CMP024802,101.5
CMP024803,188
CMP024804,225
CMP024805,185.5
CMP024806,170.6
CMP024807,91
CMP024808,74.5
CMP024809,200
CMP024810,36
CMP024811,151
CMP024812,21.6
CMP024813,158.1
CMP024814,43
CMP024815,103
CMP024816,-18
CMP024817,50.4
CMP024818,161
CMP024819,48.5
CMP024820,-140.8
CMP024821,-134.8
CMP024822,-120
CMP024823,25
CMP024824,165
CMP024825,122
CMP024826,213.5
CMP024827,72.5
CMP024828,129
CMP024829,134.5
CMP024830,145.5
CMP024831,26
CMP024832,127.5
CMP024833,126.5
CMP024834,126.5
CMP024835,188.5
CMP024836,206.5
CMP024837,94.5
CMP024838,100
CMP024839,140.5
CMP024840,115
CMP024841,107.5
CMP024842,132
CMP024843,217.5
CMP024844,160.5
CMP024845,141
CMP024846,188.5
CMP024847,166.5
CMP024848,73.8
CMP024849,43
CMP024850,143.3
CMP024851,98.9
CMP024852,176.8
CMP024853,153
CMP024854,141
CMP024855,177.5
CMP024856,-94.4
CMP024857,168
CMP024858,185
CMP024859,200.5
CMP024860,205.5
CMP024861,86.5
CMP024862,84
CMP024863,122
CMP024864,140
CMP024865,144
CMP024866,153
CMP024867,22
CMP024868,54.5
CMP024869,193.5
CMP024870,222
CMP024871,118
CMP024872,178
CMP024873,29
CMP024874,44
CMP024875,284
CMP024876,205.8
CMP024877,250
CMP024878,150
CMP024879,167
CMP024880,59
CMP024881,59.5
CMP024882,90
CMP024883,141.5
CMP024884,145
CMP024885,175
CMP024886,270
CMP024887,115
CMP024888,97
CMP024889,146.5
CMP024890,186
CMP024891,197
CMP024892,137
CMP024893,132
CMP024894,16.1
CMP024895,215
CMP024896,134
CMP024897,29
CMP024898,-63.5
CMP024899,175
CMP024900,206
CMP024901,180.5
CMP024902,20.5
CMP024903,146
CMP024904,77
CMP024905,46
CMP024906,203.5
CMP024907,131.5
CMP024908,158
CMP024909,205.5
CMP024910,137
CMP024911,323
CMP024912,298
CMP024913,32
CMP024914,110
CMP024915,199
CMP024916,192.5
CMP024917,45
CMP024918,212
CMP024919,120
CMP024920,31.5
CMP024921,164
CMP024922,159
CMP024923,218.5
CMP024924,263
CMP024925,235
CMP024926,89.5
CMP024927,201
CMP024928,227
CMP024929,27
CMP024930,225.5
CMP024931,181
CMP024932,93
CMP024933,163
CMP024934,79
CMP024935,72
CMP024936,236.5
CMP024937,100
CMP024938,34
CMP024939,194
CMP024940,157
CMP024941,69.5
CMP024942,-75
CMP024943,205
CMP024944,128
CMP024945,-142.9
CMP024946,-29.3
CMP024947,-27.1
CMP024948,40.5
CMP024949,187.5
CMP024950,86.5
CMP024951,-90
CMP024952,45.5
CMP024953,124.3
CMP024954,197
CMP024955,146
CMP024956,164.5
CMP024957,99
CMP024958,135
CMP024959,91.5
CMP024960,166.5
CMP024961,211
CMP024962,42
CMP024963,155
CMP024964,105
CMP024965,182
CMP024966,149.5
CMP024967,177
CMP024968,194.5
CMP024969,236.5
CMP024970,185
CMP024971,169
CMP024972,160
CMP024973,103.5
CMP024974,14
CMP024975,210
CMP024976,106
CMP024977,253
CMP024978,144
CMP024979,180
CMP024980,178
CMP024981,130
CMP024982,163.5
CMP024983,220
CMP024984,227
CMP024985,177
CMP024986,76
CMP024987,162.5
CMP024988,290
CMP024989,131.5
CMP024990,118
CMP024991,212.5
CMP024992,10.8
CMP024993,9.7
CMP024994,13.7
CMP024995,70
CMP024996,34
CMP024997,86
CMP024998,61
CMP024999,-28.3
CMP025000,85
CMP025001,132
CMP025002,141
CMP025003,112
CMP025004,240
CMP025005,86.5
CMP025006,135.5
CMP025007,131
CMP025008,157.5
CMP025009,210.5
CMP025010,121.5
CMP025011,154.3
CMP025012,154
CMP025013,177
CMP025014,118.5
CMP025015,135
CMP025016,73.3
CMP025017,88
CMP025018,150
CMP025019,111
CMP025020,128
CMP025021,27
CMP025022,82
CMP025023,103.5
CMP025024,281.5
CMP025025,283.5
CMP025026,114
CMP025027,88.5
CMP025028,35
CMP025029,89
CMP025030,152
CMP025031,269
CMP025032,82
CMP025033,107
CMP025034,36
CMP025035,191
CMP025036,128
CMP025037,164
CMP025038,159
CMP025039,189.5
CMP025040,208
CMP025041,115.5
CMP025042,25.6
CMP025043,162.5
CMP025044,113
CMP025045,99.5
CMP025046,126
CMP025047,162
CMP025048,283.5
CMP025049,132
CMP025050,242
CMP025051,188
CMP025052,163.5
CMP025053,231
CMP025054,273
CMP025055,203.5
CMP025056,181
CMP025057,123
CMP025058,200
CMP025059,168
CMP025060,73
CMP025061,89
CMP025062,133
CMP025063,133
CMP025064,181
CMP025065,254
CMP025066,63.5
CMP025067,-76.5
CMP025068,-76
CMP025069,170.5
CMP025070,263
CMP025071,297.5
CMP025072,159
CMP025073,119.5
CMP025074,85
CMP025075,186
CMP025076,189
CMP025077,-19
CMP025078,-105
CMP025079,-50
CMP025080,230.5
